373,19,5583476575340,4.867
374,20,5583488172741,6.638
375,21,5583495420941,7.899
376,22,5583506732241,6.617
377,23,5583518158341,7.706
378,24,5583527586841,3.889
379,0,5583537386242,6.783
380,1,5583545907642,5.358
381,2,5583554999042,3.507
382,3,5583566807742,6.872
383,4,5583575691942,4.893
384,5,5583586147842,8.647
385,6,5583597132743,6.606
386,7,5583606639743,7.886
387,8,5583615765943,7.600
388,9,5583627084943,9.871
389,10,5583637827543,8.804
390,11,5583646260344,5.244
391,12,5583657878744,4.291
392,13,5583665339344,10.328
393,14,5583676393744,5.537
394,15,5583685570244,8.594
395,16,5583695521244,3.384
396,17,5583705259245,3.387
397,18,5583715424245,5.882
398,19,5583727779445,4.724
399,20,5583736355945,6.588
400,21,5583745877745,4.302
401,22,5583755821546,3.613
402,23,5583767167446,6.934
403,24,5583777844946,6.112
404,0,5583787177246,7.047
405,1,5583795710746,6.823
406,2,5583806478246,7.646
407,3,5583815365747,5.674
408,4,5583826208247,7.122
409,5,5583837538147,5.557
410,6,5583846269647,7.482
411,7,5583858825847,4.780
412,8,5583868304848,9.598
413,9,5583878334848,7.322
414,10,5583888940048,7.700
415,11,5583896376848,13.309
416,12,5583906389448,9.294
417,13,5583917351549,5.150
418,14,5583925759349,5.181
419,15,5583937608649,12.933
420,16,5583947083449,9.199
421,17,5583957654749,12.053
422,18,5583967034749,18.833
423,19,5583979450850,11.341
424,20,5583986362550,18.760
425,21,5583998455150,10.819
426,22,5584010222950,12.601
427,23,5584020884450,10.546
428,24,5584029778051,9.279
429,0,5584037707151,10.360
430,1,5584051392051,6.538
431,2,5584057302051,7.275
432,3,5584069140751,15.648
433,4,5584081766252,7.401
434,5,5584086656452,10.191
435,6,5584097237052,5.874
436,7,5584108390152,15.140
437,8,5584122654452,14.780
438,9,5584125382152,18.295
439,10,5584141806153,17.788
440,11,5584146472053,26.157
441,12,5584164529053,14.444
442,13,5584166727253,17.022
443,14,5584184307953,26.248
444,15,5584194971054,22.424
445,16,5584203288454,23.815
446,17,5584216447454,16.364
447,18,5584221723154,18.422
448,19,5584227590454,22.126
449,20,5584241216154,12.078
450,21,5584246051555,30.561
451,22,5584265383755,11.246
452,23,5584269771255,15.151
453,24,5584280360355,17.407
454,0,5584286201255,19.748
455,1,5584309805556,23.824
456,2,5584311051756,29.035
457,3,5584317405256,39.568
458,4,5584342513856,22.013
459,5,5584346110256,35.528
460,6,5584351376556,37.706
461,7,5584361852357,39.433
462,8,5584385251757,34.375
463,9,5584399448557,21.315
464,10,5584400587657,29.619
465,11,5584400911857,39.153
466,12,5584430786258,24.502
467,13,5584431298358,27.683
468,14,5584432927658,43.930
469,15,5584441326658,37.932
470,16,5584448373158,40.291
471,17,5584455507358,40.931
472,18,5584465611559,34.355
473,19,5584477467759,26.482
474,20,5584490475159,27.119
475,21,5584503490859,21.145
476,22,5584511576359,18.384
477,23,5584517237560,16.264
478,24,5584525840460,12.224
479,0,5584538742960,12.873
480,1,5584547298360,8.397
481,2,5584558043560,14.519
482,3,5584568530860,14.479
483,4,5584590070461,21.887
484,5,5584593369461,28.112
485,6,5584596812861,29.735
486,7,5584615422361,14.759
